commodity,price,timestamp,source
GOLD,2008.69,2025-05-08T23:20:48.187547,Historical Data
GOLD,2025.79,2025-05-09T00:20:48.187547,Historical Data
GOLD,2031.54,2025-05-09T01:20:48.187547,Historical Data
GOLD,1995.43,2025-05-09T02:20:48.187547,Historical Data
GOLD,1975.63,2025-05-09T03:20:48.187547,Historical Data
GOLD,2006.39,2025-05-09T04:20:48.187547,Historical Data
GOLD,1993.74,2025-05-09T05:20:48.187547,Historical Data
GOLD,1996.61,2025-05-09T06:20:48.187547,Historical Data
GOLD,2000.53,2025-05-09T07:20:48.187547,Historical Data
GOLD,1983.52,2025-05-09T08:20:48.187547,Historical Data
GOLD,1978.5,2025-05-09T09:20:48.187547,Historical Data
GOLD,2004.01,2025-05-09T10:20:48.187547,Historical Data
GOLD,1989.41,2025-05-09T11:20:48.187547,Historical Data
GOLD,1985.88,2025-05-09T12:20:48.187547,Historical Data
GOLD,2032.36,2025-05-09T13:20:48.187547,Historical Data
GOLD,2037.43,2025-05-09T14:20:48.187547,Historical Data
GOLD,2045.72,2025-05-09T15:20:48.187547,Historical Data
GOLD,2045.34,2025-05-09T16:20:48.187547,Historical Data
GOLD,2029.34,2025-05-09T17:20:48.187547,Historical Data
GOLD,2091.17,2025-05-09T18:20:48.187547,Historical Data
GOLD,2078.82,2025-05-09T19:20:48.187547,Historical Data
GOLD,2064.11,2025-05-09T20:20:48.187547,Historical Data
GOLD,2081.5,2025-05-09T21:20:48.187547,Historical Data
GOLD,2094.26,2025-05-09T22:20:48.187547,Historical Data
GOLD,2146.45,2025-05-09T23:20:48.187547,Historical Data
GOLD,2115.2,2025-05-10T00:20:48.187547,Historical Data
GOLD,2180.43,2025-05-10T01:20:48.187547,Historical Data
GOLD,2129.12,2025-05-10T02:20:48.187547,Historical Data
GOLD,2133.83,2025-05-10T03:20:48.187547,Historical Data
GOLD,2154.68,2025-05-10T04:20:48.187547,Historical Data
GOLD,2166.59,2025-05-10T05:20:48.187547,Historical Data
GOLD,2154.93,2025-05-10T06:20:48.187547,Historical Data
GOLD,2153.04,2025-05-10T07:20:48.187547,Historical Data
GOLD,2142.42,2025-05-10T08:20:48.187547,Historical Data
GOLD,2180.37,2025-05-10T09:20:48.187547,Historical Data
GOLD,2198.13,2025-05-10T10:20:48.187547,Historical Data
GOLD,2161.94,2025-05-10T11:20:48.187547,Historical Data
GOLD,2131.24,2025-05-10T12:20:48.187547,Historical Data
GOLD,2155.51,2025-05-10T13:20:48.187547,Historical Data
GOLD,2123.88,2025-05-10T14:20:48.187547,Historical Data
GOLD,2123.3,2025-05-10T15:20:48.187547,Historical Data
