commodity,price,timestamp,source
OIL,72.61,2025-05-08T23:20:48.187547,Historical Data
OIL,70.06,2025-05-09T00:20:48.187547,Historical Data
OIL,68.2,2025-05-09T01:20:48.187547,Historical Data
OIL,65.52,2025-05-09T02:20:48.187547,Historical Data
OIL,66.7,2025-05-09T03:20:48.187547,Historical Data
OIL,65.25,2025-05-09T04:20:48.187547,Historical Data
OIL,65.45,2025-05-09T05:20:48.187547,Historical Data
OIL,61.21,2025-05-09T06:20:48.187547,Historical Data
OIL,63.42,2025-05-09T07:20:48.187547,Historical Data
OIL,63.13,2025-05-09T08:20:48.187547,Historical Data
OIL,65.03,2025-05-09T09:20:48.187547,Historical Data
OIL,61.61,2025-05-09T10:20:48.187547,Historical Data
OIL,61.47,2025-05-09T11:20:48.187547,Historical Data
OIL,65.98,2025-05-09T12:20:48.187547,Historical Data
OIL,62.93,2025-05-09T13:20:48.187547,Historical Data
OIL,61.73,2025-05-09T14:20:48.187547,Historical Data
OIL,58.6,2025-05-09T15:20:48.187547,Historical Data
OIL,57.49,2025-05-09T16:20:48.187547,Historical Data
OIL,55.23,2025-05-09T17:20:48.187547,Historical Data
OIL,55.99,2025-05-09T18:20:48.187547,Historical Data
OIL,55.72,2025-05-09T19:20:48.187547,Historical Data
OIL,58.44,2025-05-09T20:20:48.187547,Historical Data
OIL,57.73,2025-05-09T21:20:48.187547,Historical Data
OIL,54.86,2025-05-09T22:20:48.187547,Historical Data
OIL,54.85,2025-05-09T23:20:48.187547,Historical Data
OIL,55.64,2025-05-10T00:20:48.187547,Historical Data
OIL,58.09,2025-05-10T01:20:48.187547,Historical Data
OIL,58.86,2025-05-10T02:20:48.187547,Historical Data
OIL,59.8,2025-05-10T03:20:48.187547,Historical Data
OIL,61.02,2025-05-10T04:20:48.187547,Historical Data
OIL,61.43,2025-05-10T05:20:48.187547,Historical Data
OIL,60.14,2025-05-10T06:20:48.187547,Historical Data
OIL,56.13,2025-05-10T07:20:48.187547,Historical Data
OIL,55.67,2025-05-10T08:20:48.187547,Historical Data
OIL,55.33,2025-05-10T09:20:48.187547,Historical Data
OIL,56.76,2025-05-10T10:20:48.187547,Historical Data
OIL,56.39,2025-05-10T11:20:48.187547,Historical Data
OIL,57.59,2025-05-10T12:20:48.187547,Historical Data
OIL,58.23,2025-05-10T13:20:48.187547,Historical Data
OIL,62.0,2025-05-10T14:20:48.187547,Historical Data
OIL,62.67,2025-05-10T15:20:48.187547,Historical Data
OIL,64.6,2025-05-10T16:20:48.187547,Historical Data
OIL,63.88,2025-05-10T17:20:48.187547,Historical Data
OIL,63.67,2025-05-10T18:20:48.187547,Historical Data
OIL,64.74,2025-05-10T19:20:48.187547,Historical Data
OIL,68.6,2025-05-10T20:20:48.187547,Historical Data
OIL,71.84,2025-05-10T21:20:48.187547,Historical Data
OIL,73.97,2025-05-10T22:20:48.187547,Historical Data
OIL,76.38,2025-05-10T23:20:48.187547,Historical Data
OIL,78.81,2025-05-11T00:20:48.187547,Historical Data
OIL,78.53,2025-05-11T01:20:48.187547,Historical Data
OIL,78.52,2025-05-11T02:20:48.187547,Historical Data
OIL,76.28,2025-05-11T03:20:48.187547,Historical Data
OIL,75.31,2025-05-11T04:20:48.187547,Historical Data
OIL,75.73,2025-05-11T05:20:48.187547,Historical Data
OIL,73.17,2025-05-11T06:20:48.187547,Historical Data
OIL,70.83,2025-05-11T07:20:48.187547,Historical Data
OIL,71.04,2025-05-11T08:20:48.187547,Historical Data
OIL,71.97,2025-05-11T09:20:48.187547,Historical Data
OIL,71.88,2025-05-11T10:20:48.187547,Historical Data
OIL,72.3,2025-05-11T11:20:48.187547,Historical Data
OIL,68.64,2025-05-11T12:20:48.187547,Historical Data
OIL,67.63,2025-05-11T13:20:48.187547,Historical Data
OIL,68.33,2025-05-11T14:20:48.187547,Historical Data
OIL,66.83,2025-05-11T15:20:48.187547,Historical Data
OIL,67.23,2025-05-11T16:20:48.187547,Historical Data
OIL,64.68,2025-05-11T17:20:48.187547,Historical Data
OIL,63.33,2025-05-11T18:20:48.187547,Historical Data
OIL,62.97,2025-05-11T19:20:48.187547,Historical Data
OIL,62.68,2025-05-11T20:20:48.187547,Historical Data
OIL,64.36,2025-05-11T21:20:48.187547,Historical Data
OIL,66.54,2025-05-11T22:20:48.187547,Historical Data
OIL,65.05,2025-05-11T23:20:48.187547,Historical Data
OIL,63.6,2025-05-12T00:20:48.187547,Historical Data
OIL,67.21,2025-05-12T01:20:48.187547,Historical Data
OIL,72.0,2025-05-12T02:20:48.187547,Historical Data
OIL,74.53,2025-05-12T03:20:48.187547,Historical Data
OIL,73.1,2025-05-12T04:20:48.187547,Historical Data
OIL,71.55,2025-05-12T05:20:48.187547,Historical Data
OIL,68.17,2025-05-12T06:20:48.187547,Historical Data
OIL,65.39,2025-05-12T07:20:48.187547,Historical Data
OIL,65.43,2025-05-12T08:20:48.187547,Historical Data
OIL,67.07,2025-05-12T09:20:48.187547,Historical Data
OIL,68.95,2025-05-12T10:20:48.187547,Historical Data
OIL,68.78,2025-05-12T11:20:48.187547,Historical Data
OIL,66.62,2025-05-12T12:20:48.187547,Historical Data
OIL,66.32,2025-05-12T13:20:48.187547,Historical Data
OIL,66.27,2025-05-12T14:20:48.187547,Historical Data
OIL,68.2,2025-05-12T15:20:48.187547,Historical Data
OIL,68.03,2025-05-12T16:20:48.187547,Historical Data
OIL,67.13,2025-05-12T17:20:48.187547,Historical Data
OIL,66.66,2025-05-12T18:20:48.187547,Historical Data
OIL,68.49,2025-05-12T19:20:48.187547,Historical Data
OIL,68.0,2025-05-12T20:20:48.187547,Historical Data
OIL,67.52,2025-05-12T21:20:48.187547,Historical Data
OIL,66.12,2025-05-12T22:20:48.187547,Historical Data
