commodity,price,timestamp,source
SILVER,23.6,2025-05-08T23:20:48.187547,Historical Data
SILVER,24.04,2025-05-09T00:20:48.187547,Historical Data
SILVER,24.28,2025-05-09T01:20:48.187547,Historical Data
SILVER,24.02,2025-05-09T02:20:48.187547,Historical Data
SILVER,23.83,2025-05-09T03:20:48.187547,Historical Data
SILVER,23.03,2025-05-09T04:20:48.187547,Historical Data
SILVER,22.31,2025-05-09T05:20:48.187547,Historical Data
SILVER,22.48,2025-05-09T06:20:48.187547,Historical Data
SILVER,22.63,2025-05-09T07:20:48.187547,Historical Data
SILVER,22.7,2025-05-09T08:20:48.187547,Historical Data
SILVER,23.07,2025-05-09T09:20:48.187547,Historical Data
SILVER,23.63,2025-05-09T10:20:48.187547,Historical Data
SILVER,23.5,2025-05-09T11:20:48.187547,Historical Data
SILVER,23.17,2025-05-09T12:20:48.187547,Historical Data
SILVER,23.15,2025-05-09T13:20:48.187547,Historical Data
SILVER,23.45,2025-05-09T14:20:48.187547,Historical Data
SILVER,24.47,2025-05-09T15:20:48.187547,Historical Data
SILVER,24.9,2025-05-09T16:20:48.187547,Historical Data
SILVER,24.76,2025-05-09T17:20:48.187547,Historical Data
SILVER,25.15,2025-05-09T18:20:48.187547,Historical Data
SILVER,24.99,2025-05-09T19:20:48.187547,Historical Data
SILVER,24.93,2025-05-09T20:20:48.187547,Historical Data
SILVER,25.19,2025-05-09T21:20:48.187547,Historical Data
SILVER,25.01,2025-05-09T22:20:48.187547,Historical Data
SILVER,25.68,2025-05-09T23:20:48.187547,Historical Data
SILVER,26.17,2025-05-10T00:20:48.187547,Historical Data
SILVER,26.36,2025-05-10T01:20:48.187547,Historical Data
SILVER,27.36,2025-05-10T02:20:48.187547,Historical Data
SILVER,26.84,2025-05-10T03:20:48.187547,Historical Data
SILVER,27.59,2025-05-10T04:20:48.187547,Historical Data
SILVER,27.9,2025-05-10T05:20:48.187547,Historical Data
SILVER,28.29,2025-05-10T06:20:48.187547,Historical Data
SILVER,28.21,2025-05-10T07:20:48.187547,Historical Data
SILVER,28.5,2025-05-10T08:20:48.187547,Historical Data
SILVER,28.58,2025-05-10T09:20:48.187547,Historical Data
SILVER,29.36,2025-05-10T10:20:48.187547,Historical Data
SILVER,27.6,2025-05-10T11:20:48.187547,Historical Data
SILVER,28.23,2025-05-10T12:20:48.187547,Historical Data
SILVER,27.91,2025-05-10T13:20:48.187547,Historical Data
SILVER,27.41,2025-05-10T14:20:48.187547,Historical Data
SILVER,27.83,2025-05-10T15:20:48.187547,Historical Data
SILVER,27.63,2025-05-10T16:20:48.187547,Historical Data
SILVER,26.98,2025-05-10T17:20:48.187547,Historical Data
SILVER,25.91,2025-05-10T18:20:48.187547,Historical Data
SILVER,26.89,2025-05-10T19:20:48.187547,Historical Data
SILVER,25.76,2025-05-10T20:20:48.187547,Historical Data
SILVER,26.31,2025-05-10T21:20:48.187547,Historical Data
SILVER,25.91,2025-05-10T22:20:48.187547,Historical Data
SILVER,25.96,2025-05-10T23:20:48.187547,Historical Data
SILVER,25.76,2025-05-11T00:20:48.187547,Historical Data
SILVER,26.54,2025-05-11T01:20:48.187547,Historical Data
SILVER,26.94,2025-05-11T02:20:48.187547,Historical Data
SILVER,27.2,2025-05-11T03:20:48.187547,Historical Data
SILVER,26.19,2025-05-11T04:20:48.187547,Historical Data
SILVER,26.65,2025-05-11T05:20:48.187547,Historical Data
SILVER,27.22,2025-05-11T06:20:48.187547,Historical Data
SILVER,25.66,2025-05-11T07:20:48.187547,Historical Data
SILVER,26.28,2025-05-11T08:20:48.187547,Historical Data
SILVER,25.95,2025-05-11T09:20:48.187547,Historical Data
SILVER,27.43,2025-05-11T10:20:48.187547,Historical Data
SILVER,26.49,2025-05-11T11:20:48.187547,Historical Data
SILVER,26.57,2025-05-11T12:20:48.187547,Historical Data
SILVER,28.38,2025-05-11T13:20:48.187547,Historical Data
